,area,x-coord,y-coord
mae_train,3.8177025072702685e-20,4.770270839073621e-35,2.9341629009000153e-38
mae_test,0.04427415378958942,0.15407849701561832,0.14365978041473404
r2_train,7.747914820726308e-21,3.028489954585046e-34,3.3410939455757965e-40
r2_test,0.09685873660501007,0.27419528588200887,0.28013481322901634
