,area,x-coord,y-coord
mae_train,439.5163673668369,2675.224015947537,9173.19501463613
mae_test,4.506608105224025,2.166073605017886,2.285321354936767
r2_train,768.4483216667128,12835.001775854367,31097.76521328915
r2_test,2.985554047072828,1.2522674509472371,1.220920083401414
